object_id,time_inside_marked_area
1,67.48344206809998
4,56.1460645198822
5,66.67176222801208
6,19.6144802570343
9,65.64633297920227
10,59.813369035720825
14,59.6714813709259
16,55.057843923568726
17,22.093438386917114
18,3.1941027641296387
