object_id,time_inside_marked_area
1,3.773041009902954
5,96.52549839019775
7,99.99832653999329
11,39.80620241165161
12,13.69083857536316
13,22.446027040481567
17,4.21751856803894
19,28.141619443893433
25,3.709209442138672
